Key,Source,Context,Changes,English,japanese,german
MGMasteryRank10LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with machine guns by 50%. Also reduce their degradation by 25%.",マシンガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を50%改善し、武器の摩耗を25%軽減します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Sturmgewehren um 50%. Zusätzlich verringert sich die Abnutzung um 25%."

SidearmMasteryName,progression,skills,New,Sidearm Mastery,サイドアームマスター,Handfeuerwaffen-Experte
SidearmMasteryDesc,progression,skills,New,You've mastered the arts of sidearms.,サイドアームの扱いをマスターした。,Du hast dich auf den Umgang mit Handfeuerwaffen spezialisiert.
SidearmMasteryRank1Desc,progression,skills,New,"+6% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size.",サイドアーム系性能+6%,"+6% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo."
SidearmMasteryRank2Desc,progression,skills,New,"+12% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size.",サイドアーム系性能+12%,"+12% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo."
SidearmMasteryRank3Desc,progression,skills,New,"+18% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size.",サイドアーム系性能+18%,"+18% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo."
SidearmMasteryRank4Desc,progression,skills,New,"+24% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size.",サイドアーム系性能+24%,"+24% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo."
SidearmMasteryRank5Desc,progression,skills,New,"+30% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy.",サイドアーム系性能+30%\n精度+12.5%,"+30% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank6Desc,progression,skills,New,"+34% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy.",サイドアーム系性能+34%\n精度+12.5%,"+34% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank7Desc,progression,skills,New,"+38% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy.",サイドアーム系性能+38%\n精度+12.5%,"+38% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank8Desc,progression,skills,New,"+42% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy.",サイドアーム系性能+42%\n精度+12.5%,"+42% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank9Desc,progression,skills,New,"+46% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+12,5% Accuracy.",サイドアーム系性能+46%\n精度+12.5%,"+46% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+12,5% Genauigkeit."
SidearmMasteryRank10Desc,progression,skills,New,"+50% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size\n+25% Accuracy.",サイドアーム系性能+50%\n精度+25%,"+50% Feuerrate, Schaden, Waffenhandhabung, Magazingröße, Nachladetempo.\n+25% Genauigkeit."
SidearmMasteryRank1LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 6%",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を6%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 6%."
SidearmMasteryRank2LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 12%",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を12%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 12%."
SidearmMasteryRank3LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 18%",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を18%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 18%."
SidearmMasteryRank4LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 24%",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を24%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 24%."
SidearmMasteryRank5LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 30% and reduce their spread by an additional 12,5%.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を30%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 30%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank6LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 34% and reduce their spread by an additional 12,5%.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を34%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 34%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank7LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 38% and reduce their spread by an additional 12,5%.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を38%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 38%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank8LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 42% and reduce their spread by an additional 12,5%.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を42%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 42%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank9LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 46% and reduce their spread by an additional 12,5%.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を46%改善し、武器の精度を12.5%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 46%. Außerdem steigt ihre Genauigkeit um 12,5%"
SidearmMasteryRank10LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size, reload speed with sidearms by 50% and reduce their spread by an additional 25%.",サイドアームでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を50%改善し、武器の精度を25%上昇させます。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Handfeuerwaffen um 50%. Außerdem steigt ihre Genauigkeit um 25%"

ShotgunMasteryName,progression,skills,New,Shotgun Mastery,ショットガンマスター,Schrotflinten-Experte
ShotgunMasteryDesc,progression,skills,New,You've mastered the arts of the shotgun.,ショットガンの扱いをマスターした。,Du hast dich auf den Umgang mit Schrotflinten spezialisiert.
ShotgunMasteryRank1Desc,progression,skills,New,"+6% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size.",ショットガン系性能+6%,"+6% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße."
ShotgunMasteryRank2Desc,progression,skills,New,"+12% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size.",ショットガン系性能+12%,"+12% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße."
ShotgunMasteryRank3Desc,progression,skills,New,"+18% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size.",ショットガン系性能+18%,"+18% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße."
ShotgunMasteryRank4Desc,progression,skills,New,"+24% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size.",ショットガン系性能+24%,"+24% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße."
ShotgunMasteryRank5Desc,progression,skills,New,"+30% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range.",ショットガン系性能+30%\n射程距離+2m,"+30% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank6Desc,progression,skills,New,"+34% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range.",ショットガン系性能+34%\n射程距離+2m,"+34% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank7Desc,progression,skills,New,"+38% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range.",ショットガン系性能+38%\n射程距離+2m,"+38% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank8Desc,progression,skills,New,"+42% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range.",ショットガン系性能+42%\n射程距離+2m,"+42% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank9Desc,progression,skills,New,"+46% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+2m effective range.",ショットガン系性能+46%\n射程距離+2m,"+46% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+2m effektive Reichweite."
ShotgunMasteryRank10Desc,progression,skills,New,"+50% Fire Rate, Entity Damage, Weapon Handling, Reload Speed, Clip Size,\n+4m effective range.",ショットガン系性能+50%\n射程距離+4m,"+50% Feuerrate, Schaden, Waffenhandhabung und Nachladetempo, Magazingröße.\n+4m effektive Reichweite."
ShotgunMasteryRank1LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 6%",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を6%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 6%."
ShotgunMasteryRank2LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 12%",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を12%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 12%."
ShotgunMasteryRank3LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 18%",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を18%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 18%."
ShotgunMasteryRank4LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 24%",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を24%改善します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 24%."
ShotgunMasteryRank5LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 30%. Increase the maximum range at which shotguns deal full damage by 2m.",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を30%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 30%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank6LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 34%. Increase the maximum range at which shotguns deal full damage by 2m.",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を34%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 34%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank7LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 38%. Increase the maximum range at which shotguns deal full damage by 2m.",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を38%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 38%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank8LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 42%. Increase the maximum range at which shotguns deal full damage by 2m.",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を42%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 42%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank9LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 46%. Increase the maximum range at which shotguns deal full damage by 2m.",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を46%改善し、武器の有効射程距離を2m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 46%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 2m"
ShotgunMasteryRank10LongDesc,progression,skills,New,"Increase your fire rate, entity damage, weapon handling, clip size and reload speed with shotguns by 50%. Increase the maximum range at which shotguns deal full damage by 4m.",ショットガンでの連射速度、ダメージ、武器操作性、リロード速度、装弾数を50%改善し、武器の有効射程距離を4m延長します。,"Erhöhe Feuerrate, Schaden, Handhabung, Nachladetempo und Magazingröße mit Schrotflinten um 50%. Zudem erhöht sich die Reichweite, auf welche voller Schaden verursacht wird, um 4m" 

HiddenTreasuresName,progression,skills,New,Hidden Treasures,隠された戦利品,Versteckte Schätze
HiddenTreasuresDesc,progression,skills,New,You're even more observant now and know where to look for the good stuff. Find even more and better loot now.,観察力が増し、どこを探せば良い物があるか分かってきました。より早く、より良い戦利品を見つけることができるようになりました。,"Du bist noch aufmerksamer geworden und weißt, wo du nach dem guten Zeug suchen musst. Dadurch findest du jetzt noch mehr und bessere Beute."
HiddenTreasuresRank1Desc,progression,skills,New,"+3% Loot Bonus, looting speed",ルートボーナス、スピード+3%,"+3% Beutebonus, Plündertempo"
HiddenTreasuresRank2Desc,progression,skills,New,"+6% Loot Bonus, looting speed",ルートボーナス、スピード+6%,"+6% Beutebonus, Plündertempo"
HiddenTreasuresRank3Desc,progression,skills,New,"+9% Loot Bonus, looting speed",ルートボーナス、スピード+9%,"+9% Beutebonus, Plündertempo"
HiddenTreasuresRank4Desc,progression,skills,New,"+12% Loot Bonus, looting speed",ルートボーナス、スピード+12%,"+12% Beutebonus, Plündertempo"
HiddenTreasuresRank5Desc,progression,skills,New,"+15% Loot Bonus, looting speed\n10% more loot from treasures",ルートボーナス、スピード+15%\nトレジャーアイテム+10%,"+15% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank6Desc,progression,skills,New,"+16% Loot Bonus, looting speed\n10% more loot from treasures",ルートボーナス、スピード+16%\nトレジャーアイテム+10%,"+16% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank7Desc,progression,skills,New,"+17% Loot Bonus, looting speed\n10% more loot from treasures",ルートボーナス、スピード+17%\nトレジャーアイテム+10%,"+17% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank8Desc,progression,skills,New,"+18% Loot Bonus, looting speed\n10% more loot from treasures",ルートボーナス、スピード+18%\nトレジャーアイテム+10%,"+18% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank9Desc,progression,skills,New,"+19% Loot Bonus, looting speed\n10% more loot from treasures",ルートボーナス、スピード+19%\nトレジャーアイテム+10%,"+19% Beutebonus, Plündertempo\n+10% mehr Beute aus Schätzen"
HiddenTreasuresRank10Desc,progression,skills,New,"+20% Loot Bonus, looting speed\n20% more loot from treasures",ルートボーナス、スピード+20%\nトレジャーアイテム+20%,"+20% Beutebonus, Plündertempo\n+20% mehr Beute aus Schätzen"
HiddenTreasuresRank1LongDesc,progression,skills,New,"Add an additional 3% to the Loot Bonus and your looting speed.",3%のルートボーナスとスピードを同値高速化。,"Erhöhe den Beutebonus und das Plündertempo um weitere 3%."
HiddenTreasuresRank2LongDesc,progression,skills,New,"Add an additional 6% to the Loot Bonus and to your looting speed.",6%のルートボーナスとスピードを同値高速化。,"Erhöhe den Beutebonus und das Plündertempo um weitere 6%."
HiddenTreasuresRank3LongDesc,progression,skills,New,"Add an additional 9% to the Loot Bonus and to your looting speed.",9%のルートボーナスとスピードを同値高速化。,"Erhöhe den Beutebonus und das Plündertempo um weitere 9%."
HiddenTreasuresRank4LongDesc,progression,skills,New,"Add an additional 12% to the Loot Bonus and to your looting speed.",12%のルートボーナスとスピードを同値高速化。,"Erhöhe den Beutebonus und das Plündertempo um weitere 12%."
HiddenTreasuresRank5LongDesc,progression,skills,New,"Add an additional 15% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.",15%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 15%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank6LongDesc,progression,skills,New,"Add an additional 16% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.",16%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 16%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank7LongDesc,progression,skills,New,"Add an additional 17% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.",17%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 17%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank8LongDesc,progression,skills,New,"Add an additional 18% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.",18%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 18%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank9LongDesc,progression,skills,New,"Add an additional 19% to the Loot Bonus and to your looting speed. Find 10% more loot in treasures.",19%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを10%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 19%. Zudem findest du in Schätzen 10% mehr Beute."
HiddenTreasuresRank10LongDesc,progression,skills,New,"Add an additional 20% to the Loot Bonus and to your looting speed. Find 20% more loot in treasures.",20%のルートボーナスとスピードを同値高速化し、トレジャーアイテムを20%増やす。,"Erhöhe den Beutebonus und das Plündertempo um weitere 20%. Zudem findest du in Schätzen 20% mehr Beute."

DismembermentName,progression,skills,New,Dismemberment,四肢切断,Verstümmelung
DismembermentDesc,progression,skills,New,With practice you've gotten better at aiming for weak spots to get even more lethal hits and as you improve you gain additional chances to dismember!,部位へのクリティカルヒットを狙う。部位破壊をする確率を上昇させる。,"Ziele auf die Schwachstellen, für noch todbringendere Angriffe."
DismembermentRank1Desc,progression,skills,New,3% Dismember Chance,部位破壊率+3%,+3% Chance auf Zergliederung
DismembermentRank2Desc,progression,skills,New,6% Dismember Chance,部位破壊率+6%,+6% Chance auf Zergliederung
DismembermentRank3Desc,progression,skills,New,9% Dismember Chance,部位破壊率+9%,+9% Chance auf Zergliederung
DismembermentRank4Desc,progression,skills,New,12% Dismember Chance,部位破壊率+12%,+12% Chance auf Zergliederung
DismembermentRank5Desc,progression,skills,New,15% Dismember Chance,部位破壊率+15%,+15% Chance auf Zergliederung
DismembermentRank6Desc,progression,skills,New,16% Dismember Chance,部位破壊率+16%,+16% Chance auf Zergliederung
DismembermentRank7Desc,progression,skills,New,17% Dismember Chance,部位破壊率+17%,+17% Chance auf Zergliederung
DismembermentRank8Desc,progression,skills,New,18% Dismember Chance,部位破壊率+18%,+18% Chance auf Zergliederung
DismembermentRank9Desc,progression,skills,New,19% Dismember Chance,部位破壊率+19%,+19% Chance auf Zergliederung
DismembermentRank10Desc,progression,skills,New,20% Dismember Chance,部位破壊率+20%,+20% Chance auf Zergliederung
DismembermentRank1LongDesc,progression,skills,New,Increase your chance of dismemberment by 3%.,部位破壊の確率を3%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 3%."
DismembermentRank2LongDesc,progression,skills,New,Increase your chance of dismemberment by 6%.,部位破壊の確率を6%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 6%."
DismembermentRank3LongDesc,progression,skills,New,Increase your chance of dismemberment by 9%.,部位破壊の確率を9%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 9%."
DismembermentRank4LongDesc,progression,skills,New,Increase your chance of dismemberment by 12%.,部位破壊の確率を12%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 12%."
DismembermentRank5LongDesc,progression,skills,New,Increase your chance of dismemberment by 15%.,部位破壊の確率を15%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 15%."
DismembermentRank6LongDesc,progression,skills,New,Increase your chance of dismemberment by 16%.,部位破壊の確率を16%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 16%."
DismembermentRank7LongDesc,progression,skills,New,Increase your chance of dismemberment by 17%.,部位破壊の確率を17%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 17%."
DismembermentRank8LongDesc,progression,skills,New,Increase your chance of dismemberment by 18%.,部位破壊の確率を18%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 18%."
DismembermentRank9LongDesc,progression,skills,New,Increase your chance of dismemberment by 19%.,部位破壊の確率を19%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 19%."
DismembermentRank10LongDesc,progression,skills,New,Increase your chance of dismemberment by 20%.,部位破壊の確率を20%上昇させます。,"Erhöhe deine Chance Feinde zu zergliedern um 20%."

SneakDamageName,progression,skills,New,Sneak Damage,スニークアタック,Schleichschaden
SneakDamageDesc,progression,skills,New,Increase your Sneak Damage against unaware enemies.,スニークアタックダメージを増加させます。,Erhöhe deinen Schleichschaden gegen nichtsahnende Gegner.
SneakDamageRank1Desc,progression,skills,New,+40% Sneak Damage,スニークダメージ+40%,+40% Schleichschaden
SneakDamageRank2Desc,progression,skills,New,+80% Sneak Damage,スニークダメージ+80%,+80% Schleichschaden
SneakDamageRank3Desc,progression,skills,New,+120% Sneak Damage,スニークダメージ+120%,+120% Schleichschaden
SneakDamageRank4Desc,progression,skills,New,+160% Sneak Damage,スニークダメージ+160%,+160% Schleichschaden
SneakDamageRank5Desc,progression,skills,New,+200% Sneak Damage,スニークダメージ+200%,+200% Schleichschaden
SneakDamageRank6Desc,progression,skills,New,+220% Sneak Damage,スニークダメージ+220%,+220% Schleichschaden
SneakDamageRank7Desc,progression,skills,New,+240% Sneak Damage,スニークダメージ+240%,+240% Schleichschaden
SneakDamageRank8Desc,progression,skills,New,+260% Sneak Damage,スニークダメージ+260%,+260% Schleichschaden
SneakDamageRank9Desc,progression,skills,New,+280% Sneak Damage,スニークダメージ+280%,+280% Schleichschaden
SneakDamageRank10Desc,progression,skills,New,+300% Sneak Damage,スニークダメージ+300%,+300% Schleichschaden
SneakDamageRank1LongDesc,progression,skills,New,Increase Sneak Damage by 40%,スニークアタックダメージを40%上昇させます。,Erhöhe deinen Schleichschaden um 40%.
SneakDamageRank2LongDesc,progression,skills,New,Increase Sneak Damage by 80%,スニークアタックダメージを80%上昇させます。,Erhöhe deinen Schleichschaden um 80%.
SneakDamageRank3LongDesc,progression,skills,New,Increase Sneak Damage by 120%,スニークアタックダメージを120%上昇させます。,Erhöhe deinen Schleichschaden um 120%.
SneakDamageRank4LongDesc,progression,skills,New,Increase Sneak Damage by 160%,スニークアタックダメージを160%上昇させます。,Erhöhe deinen Schleichschaden um 160%.
SneakDamageRank5LongDesc,progression,skills,New,Increase Sneak Damage by 200%,スニークアタックダメージを200%上昇させます。,Erhöhe deinen Schleichschaden um 200%.
SneakDamageRank6LongDesc,progression,skills,New,Increase Sneak Damage by 220%,スニークアタックダメージを220%上昇させます。,Erhöhe deinen Schleichschaden um 220%.
SneakDamageRank7LongDesc,progression,skills,New,Increase Sneak Damage by 240%,スニークアタックダメージを240%上昇させます。,Erhöhe deinen Schleichschaden um 240%.
SneakDamageRank8LongDesc,progression,skills,New,Increase Sneak Damage by 260%,スニークアタックダメージを260%上昇させます。,Erhöhe deinen Schleichschaden um 260%.
SneakDamageRank9LongDesc,progression,skills,New,Increase Sneak Damage by 280%,スニークアタックダメージを280%上昇させます。,Erhöhe deinen Schleichschaden um 280%.
SneakDamageRank10LongDesc,progression,skills,New,Increase Sneak Damage by 300%,スニークアタックダメージを300%上昇させます。,Erhöhe deinen Schleichschaden um 300%.

StealthName,progression,skills,New,Stealth,ステルス,Verstohlenheit
StealthDesc,progression,skills,New,You're a sneaky mongrel thus enemies have an even harder time to detect you.,あなたは闇に潜む雑種です。敵から検知される可能性を低減させます。,"Einen hinterhältigen Bastard wie dich zu entdecken, fällt wirklich jedem schwer."
StealthDamageRank1Desc,progression,skills,New,-4% visibility and noise\nLockpicks are 3% more efficient,視認性と騒音-4%\nピックロック効率+3%,"-4% Sichtbarkeit und Geräusche\nDietriche sind 3% effizienter."
StealthDamageRank2Desc,progression,skills,New,-8% visibility and noise\nLockpicks are 6% more efficient,視認性と騒音-8%\nピックロック効率+6%,"-8% Sichtbarkeit und Geräusche\nDietriche sind 6% effizienter."
StealthDamageRank3Desc,progression,skills,New,-12% visibility and noise\nLockpicks are 9% more efficient,視認性と騒音-12%\nピックロック効率+9%,"-12% Sichtbarkeit und Geräusche\nDietriche sind 9% effizienter."
StealthDamageRank4Desc,progression,skills,New,-16% visibility and noise\nLockpicks are 12% more efficient,視認性と騒音-16%\nピックロック効率+12%,"-16% Sichtbarkeit und Geräusche\nDietriche sind 12% effizienter."
StealthDamageRank5Desc,progression,skills,New,-20% visibility and noise\nLockpicks are 15% more efficient,視認性と騒音-20%\nピックロック効率+15%,"-20% Sichtbarkeit und Geräusche\nDietriche sind 15% effizienter."
StealthDamageRank6Desc,progression,skills,New,-22% visibility and noise\nLockpicks are 16% more efficient,視認性と騒音-22%\nピックロック効率+16%,"-22% Sichtbarkeit und Geräusche\nDietriche sind 16% effizienter."
StealthDamageRank7Desc,progression,skills,New,-24% visibility and noise\nLockpicks are 17% more efficient,視認性と騒音-24%\nピックロック効率+17%,"-24% Sichtbarkeit und Geräusche\nDietriche sind 17% effizienter."
StealthDamageRank8Desc,progression,skills,New,-26% visibility and noise\nLockpicks are 18% more efficient,視認性と騒音-26%\nピックロック効率+18%,"-26% Sichtbarkeit und Geräusche\nDietriche sind 18% effizienter."
